Coords,Lat,Long,Seed,xxhashShuffleBreakThroughTech,SiteName,Locales,TerrainType,Topography,Rating,Altitude,Temperature,Difficulty,MetalsBars,ConcreteBars,WaterBars,DustDevilsBars,DustStormBars,MeteorBars,ColdWaveBars,Metals,Concrete,Water,DustDevils,DustStorm,Meteor,ColdWave,MapTemplateID
32S132E,32.0,132.0,-4044465840122676017,253396818912082579,,0,73,Very Flat,40,2533,-15,190,2,2,3,2,1,2,1,73,109,182,93,36,109,35,BlankBigTerraceCMix_03
32S133E,32.0,133.0,-2900032790395092808,862076692072618011,,0,85,Steep,120,1956,-15,190,2,2,3,2,1,2,1,73,109,182,88,36,109,36,BlankBigTerraceCMix_19
32S134E,32.0,134.0,5146826125755446130,3908994567151904007,,0,97,Very Flat,40,340,-15,190,2,2,3,2,1,2,1,73,109,183,74,36,109,36,BlankBigTerraceCMix_03
32S135E,32.0,135.0,5428927437009653476,-1826207484805354864,,0,109,Very Flat,0,2648,-15,190,2,2,3,2,1,2,1,73,109,159,94,36,109,36,BlankBig_04
32S136E,32.0,136.0,8647647016800565840,7654293308050956253,,0,109,Very Flat,40,2533,-15,190,2,2,3,2,1,2,1,73,109,152,93,36,109,36,BlankBigTerraceCMix_04
32S137E,32.0,137.0,-144229715701066965,7870399680324464035,,0,109,Very Flat,0,2533,-15,190,2,2,3,2,1,2,1,73,109,147,93,36,109,36,BlankBig_02
32S138E,32.0,138.0,896271560736078682,2351220782200547827,,0,109,Very Flat,0,2533,-15,190,2,2,3,2,1,2,1,73,109,145,93,36,109,36,BlankBig_03
32S139E,32.0,139.0,5986343321813678081,-1817062152954689978,,0,109,Steep,120,3110,-15,195,2,2,3,2,1,2,1,73,109,146,98,36,109,36,BlankBigTerraceCMix_20
32S140E,32.0,140.0,-8598377165204380848,6897821539489743650,,0,109,Very Flat,0,2648,-15,195,2,2,3,2,1,2,1,73,109,140,94,36,109,36,BlankBig_04
32S141E,32.0,141.0,4195225628284547966,-6637971225312780301,,0,109,Very Flat,40,1840,-15,190,2,2,3,2,1,2,1,73,109,146,87,36,109,36,BlankBigTerraceCMix_14
32S142E,32.0,142.0,-8262177820015013404,6957405433081300413,,0,109,Very Flat,40,1610,-15,190,2,2,3,2,1,2,1,73,109,146,85,36,109,36,BlankBigTerraceCMix_14
32S143E,32.0,143.0,503181543333480930,7194410456228834726,,0,109,Very Flat,40,1263,-15,190,2,2,3,2,1,2,1,73,109,146,82,36,109,36,BlankBigTerraceCMix_03
32S144E,32.0,144.0,4349692482631175533,5203526834604872927,,0,109,Very Flat,0,1263,-15,190,2,2,3,2,1,2,1,73,109,146,82,30,109,36,BlankBig_04
32S145E,32.0,145.0,-8145374753805260362,1316557190501065075,,0,109,Very Flat,0,1610,-15,190,2,2,3,2,1,2,1,73,109,147,85,0,109,36,BlankBig_01
32S146E,32.0,146.0,9220420639618774184,4893637591669936753,,0,109,Very Flat,40,917,-15,190,2,2,3,2,1,2,1,73,109,145,79,0,109,36,BlankBigTerraceCMix_14
32S147E,32.0,147.0,8095113063668253134,-1728145617088613770,,0,109,Very Flat,0,1725,-15,190,2,2,3,2,1,2,1,73,109,146,86,0,109,36,BlankBig_04
32S148E,32.0,148.0,6245959412468061213,-7125551690402987866,,0,109,Very Flat,40,1725,-15,190,2,2,3,2,1,2,1,73,109,146,86,0,109,36,BlankBigCanyonCMix_09
32S149E,32.0,149.0,-8852764335012146530,3910017609571824698,,0,109,Very Flat,0,1379,-15,190,2,2,3,2,1,2,1,73,109,146,83,0,109,36,BlankBig_04
32S150E,32.0,150.0,-1888429461944952609,1538067331373947373,,0,97,Very Flat,40,1263,-15,190,2,2,3,2,1,2,1,73,109,145,82,24,109,36,BlankBigHeartCMix_03
32S151E,32.0,151.0,-825176833489079906,-3013493419495089163,,0,79,Very Flat,0,1148,-15,190,2,2,3,2,1,2,1,73,109,146,81,36,109,36,BlankBigTerraceCMix_15
32S152E,32.0,152.0,1997746715314829769,3623452954791707182,,0,73,Very Flat,0,1725,-15,190,2,2,3,2,1,2,1,73,109,158,86,36,108,36,BlankBig_04
32S153E,32.0,153.0,-9213967239267446521,-8485214823118577926,,0,73,Very Flat,0,1379,-15,190,2,2,3,2,1,2,1,73,109,170,83,36,97,36,BlankBigCanyonCMix_07
32S154E,32.0,154.0,3012184047869134078,3405681746232704862,,0,73,Very Flat,40,1840,-15,180,2,2,3,2,1,2,1,73,109,181,87,37,73,36,BlankTerraceBig_05
32S155E,32.0,155.0,-9052232625266515043,-5631289768647744970,,0,73,Very Flat,40,2071,-15,180,2,2,3,2,1,2,1,73,109,183,89,36,73,36,BlankBigCliffsCMix_01
32S156E,32.0,156.0,-8976666408092584229,-8230984515062068382,,0,73,Very Flat,0,1379,-15,180,2,2,3,2,1,2,1,73,109,182,83,24,73,36,BlankBigTerraceCMix_15
32S157E,32.0,157.0,-4517202019896333693,-783538394319068876,,0,73,Very Flat,40,802,-15,180,2,2,3,2,1,2,1,73,109,182,78,7,73,36,BlankBigCliffsCMix_01
32S158E,32.0,158.0,-6122589365786358116,7011045312245970658,,0,74,Steep,120,1263,-15,180,2,2,3,2,1,2,1,73,109,182,82,0,73,36,BlankBigTerraceCMix_10
32S159E,32.0,159.0,-4767653644649393103,-2932737266823761053,,0,73,Very Flat,40,917,-15,180,2,2,3,2,1,2,1,73,109,182,79,1,73,36,BlankBigTerraceCMix_06
32S160E,32.0,160.0,3825245782188717323,6598273984516669448,,0,73,Very Flat,0,1379,-15,180,2,2,3,2,1,2,1,73,109,182,83,0,73,36,BlankBig_03
32S161E,32.0,161.0,7771982984157749219,1089931411135973150,,0,73,Steep,120,1379,-15,180,2,2,3,2,1,2,1,73,109,182,83,0,73,36,BlankBigTerraceCMix_20
32S162E,32.0,162.0,-2845889490072536337,2378935609179896672,,0,72,Very Flat,40,1610,-15,180,2,2,3,2,1,2,1,73,109,181,85,1,73,36,BlankBigTerraceCMix_03
32S163E,32.0,163.0,-2556775778886290677,-3276261753741343326,,0,73,Very Flat,40,1148,-15,180,2,2,3,2,1,2,1,73,109,182,81,0,73,36,BlankBigCliffsCMix_01
32S164E,32.0,164.0,-1758335152664994369,-6449270608458498610,,0,73,Very Flat,40,1494,-15,180,2,2,3,2,1,2,1,73,109,182,84,11,73,36,BlankBigHeartCMix_03
32S165E,32.0,165.0,6468746773669119909,-9210484014581973854,,0,73,Very Flat,0,1956,-15,180,2,2,3,2,1,2,1,73,109,182,88,30,73,36,BlankBigTerraceCMix_15
32S166E,32.0,166.0,-320489623860385873,5662579344983220692,,0,73,Steep,120,1263,-15,180,2,2,3,2,1,2,1,73,109,182,82,36,73,36,BlankBigTerraceCMix_10
32S167E,32.0,167.0,5252946091353076618,3564748979697123913,,0,73,Very Flat,40,1148,-15,180,2,2,3,2,1,2,1,72,109,182,81,36,73,36,BlankBigHeartCMix_03
32S168E,32.0,168.0,-7322211315664472777,5083845423452836709,,0,73,Very Flat,40,1379,-15,180,2,2,3,2,1,2,1,74,109,182,83,36,73,36,BlankBigCliffsCMix_02
32S169E,32.0,169.0,5413039065172139786,-6427160696534715689,,0,73,Very Flat,0,1148,-15,175,2,2,3,2,1,2,1,97,109,182,81,36,73,36,BlankBig_04
32S170E,32.0,170.0,19351550038736983,5059061549219025318,,0,73,Very Flat,40,1263,-15,175,3,2,3,2,1,2,1,133,109,182,82,36,73,36,BlankBigCliffsCMix_02
32S171E,32.0,171.0,9024570416100115639,1630853011393969160,,0,73,Very Flat,0,1610,-15,170,3,2,3,2,1,2,1,145,109,182,85,36,73,36,BlankBig_04
32S172E,32.0,172.0,1162844616237610713,-34066003099459436,,0,73,Very Flat,40,1148,-15,170,3,2,3,2,1,2,1,146,109,181,81,36,73,36,BlankBigTerraceCMix_11
32S173E,32.0,173.0,2084920759086407160,3815014011886126757,,0,73,Very Flat,0,1379,-15,175,2,2,3,2,1,2,1,122,109,181,83,36,73,36,BlankBig_02
32S174E,32.0,174.0,7987445034758127149,1894640251907474718,,0,73,Very Flat,40,1263,-15,175,2,2,4,2,1,2,1,108,109,193,82,36,73,36,BlankTerraceBig_05
32S175E,32.0,175.0,-2761983146859947152,8141145542436345395,,0,73,Very Flat,40,1379,-15,175,2,2,4,2,1,2,1,109,109,206,83,36,73,36,BlankBigTerraceCMix_04
32S176E,32.0,176.0,8521202086654557342,3086953799904533594,,0,73,Very Flat,40,1148,-15,175,2,2,4,2,1,2,1,109,109,219,81,36,73,36,BlankTerraceBig_05
32S177E,32.0,177.0,2746794547003576271,-8583070956452616271,,0,73,Very Flat,0,1263,-15,175,2,2,4,2,1,2,1,109,109,212,82,36,73,36,BlankBigTerraceCMix_15
32S178E,32.0,178.0,5698223235874977124,-2767211491154839315,,0,73,Very Flat,0,1148,-15,175,2,2,3,2,1,2,1,103,109,187,81,60,73,36,BlankBig_02
32S179E,32.0,179.0,-508692769555785547,8884301351680826002,,0,73,Very Flat,0,1379,-15,190,2,2,3,2,2,2,1,79,109,152,83,74,73,36,BlankBig_02
32S180E,32.0,180.0,-550964206849213249,2474095049166950561,,0,60,Very Flat,40,917,-29,215,1,2,1,2,1,1,2,60,89,60,79,61,60,73,BlankBigTerraceCMix_08
33S180W,33.0,-180.0,2669258751519352523,3563244503380512880,,0,60,Very Flat,0,1725,-29,195,1,2,2,2,1,1,2,60,90,121,86,30,60,73,BlankBig_03
33S179W,33.0,-179.0,-4636238568906088313,1158195029756988541,,0,73,Very Flat,40,1148,-15,180,2,2,3,2,1,2,1,73,109,147,81,36,73,36,BlankBigCliffsCMix_02
33S178W,33.0,-178.0,7884241002270551230,7750263478832606866,,0,73,Very Flat,40,1494,-15,180,2,2,3,2,1,2,1,73,109,146,84,36,73,36,BlankBigTerraceCMix_14
33S177W,33.0,-177.0,8756205083983488848,-3865043041891554792,,0,73,Very Flat,40,456,-15,180,2,2,3,2,1,2,1,73,109,145,75,0,73,36,BlankBigTerraceCMix_16
33S176W,33.0,-176.0,479187421343191813,2675556647171107401,,0,73,Very Flat,0,1494,-15,180,2,2,3,2,1,2,1,73,109,147,84,0,73,36,BlankBigTerraceCMix_15
33S175W,33.0,-175.0,-3205255277333637618,2427979443445606019,,0,79,Steep,120,1148,-15,180,2,2,3,2,1,2,1,73,109,146,81,0,73,36,BlankBigTerraceCMix_20
33S174W,33.0,-174.0,3612493634169003250,8339708999811324561,,0,102,Very Flat,0,1494,-15,180,2,2,3,2,1,2,1,73,109,153,84,0,73,36,BlankBig_02
33S173W,33.0,-173.0,-2278496827874316456,-2368498310752171217,,0,109,Very Flat,40,2418,-15,180,2,2,3,2,1,2,1,73,109,158,92,0,73,36,BlankBigCliffsCMix_02
33S172W,33.0,-172.0,791607585714269805,-1994986004301389703,,0,110,Very Flat,40,1725,-15,180,2,2,3,2,1,2,1,73,109,176,86,0,73,36,BlankBigHeartCMix_03
33S171W,33.0,-171.0,749266584362649844,-3141598049498467545,,0,109,Very Flat,40,2187,-15,180,2,2,3,2,1,2,1,73,109,182,90,0,73,36,BlankBigTerraceCMix_08
33S170W,33.0,-170.0,-6593659694737974115,-8516526320411047787,,0,109,Very Flat,40,2418,-15,180,2,2,3,2,1,2,1,73,115,182,92,0,73,36,BlankBigTerraceCMix_04
33S169W,33.0,-169.0,-6877180458428104308,-8111123814360049112,,0,109,Steep,120,2764,-15,180,2,3,3,2,1,2,1,73,139,182,95,0,73,36,BlankBigTerraceCMix_20
33S168W,33.0,-168.0,1475304537122877131,2745498790049903303,,0,109,Very Flat,40,2533,-15,175,2,3,3,2,1,2,1,73,145,182,93,0,74,36,BlankTerraceBig_05
33S167W,33.0,-167.0,4376089519816475813,3988543903389977065,,0,109,Very Flat,0,2187,-15,175,2,3,3,2,1,2,1,73,146,182,90,0,72,36,BlankBig_03
33S166W,33.0,-166.0,-5127494357936247998,-4641792086436142274,,0,109,Steep,120,2418,-15,175,2,3,3,2,1,2,1,73,147,182,92,0,73,36,BlankBigTerraceCMix_19
33S165W,33.0,-165.0,-5524463647008650421,-6427850861472526331,,0,109,Very Flat,40,3456,-15,180,2,3,3,2,1,2,1,73,146,182,101,0,73,36,BlankBigTerraceCMix_14
33S164W,33.0,-164.0,-7718001845939281082,8438699854408329786,,0,109,Steep,120,3456,-15,180,2,3,3,2,1,2,1,73,147,182,101,0,72,36,BlankBigTerraceCMix_10
33S163W,33.0,-163.0,-2699004686213054452,-7967277587809647038,,1,109,Very Flat,40,2764,-15,165,2,3,3,2,1,1,1,73,146,183,95,0,47,37,BlankBigTerraceCMix_11
33S162W,33.0,-162.0,5258890027553256924,3835323235109865563,,0,109,Very Flat,0,2648,-15,165,2,3,3,2,1,1,1,73,146,182,94,0,37,36,BlankBig_04
33S161W,33.0,-161.0,-8089215073824192748,-2833116685970879401,,0,109,Very Flat,40,2764,-15,165,2,3,3,2,1,1,1,73,146,182,95,1,36,36,BlankTerraceBig_05
33S160W,33.0,-160.0,1137076191826616890,7823245714400638284,Terra Sireum,52,109,Steep,120,2533,-15,165,2,3,3,2,1,1,1,73,146,182,93,0,36,37,BlankBigTerraceCMix_19
33S159W,33.0,-159.0,-4095267852316726699,-5805543013051638805,Terra Sireum,52,109,Very Flat,40,2533,-15,165,2,3,3,2,1,1,1,73,146,182,93,35,36,36,BlankBigTerraceCMix_17
33S158W,33.0,-158.0,-5387169384032193049,-4282802716726540711,Terra Sireum,52,109,Very Flat,40,2533,-15,165,2,3,3,2,1,1,1,73,146,182,93,36,36,36,BlankBigTerraceCMix_06
33S157W,33.0,-157.0,3045476488971672255,3725799228744274953,,51,109,Very Flat,40,2187,-15,165,2,3,3,2,1,1,1,73,146,182,90,35,36,36,BlankBigCliffsCMix_02
33S156W,33.0,-156.0,-629012580017718716,-4484920821259602969,,51,110,Steep,120,1610,-15,165,2,3,3,2,1,1,1,73,145,182,85,36,36,36,BlankBigTerraceCMix_19
33S155W,33.0,-155.0,-233221782291852483,3626564828075599004,,53,110,Very Flat,40,1610,-15,165,2,3,3,2,1,1,1,73,146,177,85,35,36,36,BlankBigTerraceCMix_14
33S154W,33.0,-154.0,3477373220460696878,6305197590195863386,Terra Sireum,52,109,Very Flat,40,1494,-15,165,2,3,3,2,1,1,1,73,146,176,84,35,36,36,BlankBigTerraceCMix_14
33S153W,33.0,-153.0,-1737136810378514723,3325792668778705044,Terra Sireum,52,78,Steep,120,1494,-15,165,2,3,3,2,1,1,1,73,145,182,84,36,36,36,BlankBigTerraceCMix_20
33S152W,33.0,-152.0,-848667143453122258,4177527792669468102,Terra Sireum,52,73,Very Flat,0,1840,-15,165,2,3,3,2,1,1,1,73,146,182,87,37,36,36,BlankBig_01
33S151W,33.0,-151.0,-6873707806180674821,-8640324433116580457,Terra Sireum,52,73,Very Flat,40,109,-15,165,2,3,3,2,1,1,1,73,146,182,72,36,36,36,BlankBigTerraceCMix_08
33S150W,33.0,-150.0,4008989608776513803,2934473314512675361,Terra Sireum,52,73,Very Flat,40,1148,-15,165,2,3,3,2,1,1,1,73,145,182,81,36,36,36,BlankBigTerraceCMix_11
33S149W,33.0,-149.0,-4288160269737475941,633575609906429746,Terra Sireum,52,73,Very Flat,40,1494,-15,165,2,3,3,2,1,1,1,73,146,182,84,38,36,36,BlankBigCliffsCMix_01
33S148W,33.0,-148.0,7895019311954303644,-2140446659282344836,Terra Sireum,52,73,Very Flat,40,1379,-15,165,2,3,3,2,1,1,1,73,146,188,83,40,36,36,BlankBigTerraceCMix_06
33S147W,33.0,-147.0,4822801096700479044,9112728920891887498,Terra Sireum,52,73,Very Flat,0,1379,-15,165,2,3,4,2,1,1,1,73,146,194,83,49,36,36,BlankBigTerraceCMix_15
33S146W,33.0,-146.0,4363361172536919488,4260358832488431665,,51,73,Very Flat,40,1956,-15,175,2,3,4,2,2,1,1,73,146,212,88,67,36,36,BlankBigTerraceCMix_17
33S145W,33.0,-145.0,2005238572390245036,7855452791176496427,,53,73,Steep,120,1263,-15,175,2,3,4,2,2,1,1,73,147,218,82,74,36,36,BlankBigTerraceCMix_10
33S144W,33.0,-144.0,2473105767337581693,-7206476334192315411,,53,79,Very Flat,40,1610,-15,180,2,3,4,2,2,1,1,73,139,219,85,75,36,36,BlankBigTerraceCMix_16
33S143W,33.0,-143.0,-4709858731180186320,-5691518376615993123,,51,79,Very Flat,0,1725,-15,180,2,3,4,2,2,1,1,73,139,219,86,72,36,36,BlankBig_04
33S142W,33.0,-142.0,-2566380396672443050,9210759396582234312,Terra Sireum,52,84,Very Flat,0,1840,-15,180,2,3,4,2,2,1,1,73,134,220,87,74,36,36,BlankBig_04
33S141W,33.0,-141.0,-2915753004147169321,-2468798095351843711,,51,109,Very Flat,0,1840,-15,180,2,2,4,2,2,1,1,73,115,219,87,73,36,36,BlankBig_03
33S140W,33.0,-140.0,-1850076668695751068,2544168052273569592,,53,109,Very Flat,0,1956,-15,180,2,2,4,2,2,1,1,73,109,219,88,73,36,36,BlankBigTerraceCMix_15
33S139W,33.0,-139.0,-7396199223224678204,1607403900228730691,Terra Sireum,52,109,Very Flat,0,2995,-15,185,2,2,4,2,2,1,1,73,108,225,97,73,36,36,BlankBig_02
33S138W,33.0,-138.0,-8141479983085098760,-6545521964178014049,,51,109,Very Flat,40,2302,-15,180,2,2,4,2,2,1,1,73,109,231,91,73,36,36,BlankBigTerraceCMix_11
33S137W,33.0,-137.0,-4046433471090863626,-136479303815404514,,51,109,Very Flat,0,2071,-15,170,2,2,4,2,1,1,1,73,109,249,89,43,36,36,BlankBig_03
33S136W,33.0,-136.0,-3232494654544862041,-2312341433359781540,Terra Sireum,52,109,Very Flat,40,2187,-15,170,2,2,4,2,1,1,1,73,109,255,90,0,36,36,BlankBigTerraceCMix_14
33S135W,33.0,-135.0,967020344798034311,5128141373670783585,,0,109,Very Flat,0,2187,-15,170,2,2,4,2,1,1,1,73,109,255,90,0,36,36,BlankBig_03
33S134W,33.0,-134.0,7833112385305851674,-5641314968202365673,,1,109,Very Flat,40,2187,-15,170,2,2,4,2,1,1,1,73,109,255,90,0,36,36,BlankBigTerraceCMix_14
33S133W,33.0,-133.0,-7652308444882975102,-8003531343629113542,,1,109,Very Flat,40,2071,-15,170,2,2,4,2,1,1,1,73,109,255,89,59,36,36,BlankBigTerraceCMix_08
33S132W,33.0,-132.0,-1222156172827638075,-6475207054945952251,,0,109,Very Flat,40,2418,-15,180,2,2,4,2,2,1,1,73,109,255,92,67,36,36,BlankBigCanyonCMix_09
33S131W,33.0,-131.0,1471445570191540139,-4333954769933660083,,0,109,Very Flat,40,2418,-15,180,2,2,4,2,2,1,1,73,108,255,92,72,36,36,BlankBigCanyonCMix_09
33S130W,33.0,-130.0,4768486154993819780,4412054041833903405,,1,109,Steep,120,2648,-15,180,2,2,4,2,2,1,1,78,109,255,94,73,36,36,BlankBigTerraceCMix_19
33S129W,33.0,-129.0,-4722876275868066887,-4373007406333673663,,0,109,Very Flat,40,2879,-15,185,2,2,4,2,2,1,1,79,115,255,96,73,36,36,BlankBigCliffsCMix_02
33S128W,33.0,-128.0,3353040196843644424,-6196053022862458164,,0,109,Very Flat,0,2995,-15,185,2,2,4,2,2,1,1,74,121,255,97,74,36,36,BlankBig_02
33S127W,33.0,-127.0,-2659089265419631797,6571948834189989477,,0,121,Very Flat,40,2764,-15,180,2,3,4,2,2,1,1,73,139,255,95,73,36,36,BlankBigTerraceCMix_06
33S126W,33.0,-126.0,-6978235940166901475,5263197215709407985,,0,139,Very Flat,40,2879,-15,185,2,3,4,2,2,1,1,73,139,255,96,73,36,36,BlankBigCliffsCMix_02
33S125W,33.0,-125.0,3941269782039769089,3212178819768466697,,0,145,Very Flat,40,2879,-15,180,2,3,4,2,2,1,1,73,147,255,96,73,36,36,BlankBigTerraceCMix_08
33S124W,33.0,-124.0,1259725761288980870,-2231535409986311497,,0,146,Very Flat,0,3110,-15,180,2,3,4,2,2,1,1,73,146,255,98,73,36,36,BlankBigCanyonCMix_07
33S123W,33.0,-123.0,2543013100434935935,4236800723094192083,,0,146,Very Flat,40,3341,-15,180,2,3,4,2,2,1,1,73,145,249,100,71,36,36,BlankBigTerraceCMix_08
33S122W,33.0,-122.0,4785671708041401153,-3963290422516363659,,0,146,Very Flat,40,2995,-15,180,2,3,4,2,2,1,1,73,146,250,97,74,36,36,BlankBigHeartCMix_03
33S121W,33.0,-121.0,7601332838196651622,3323475386446089040,,0,145,Very Flat,40,3341,-13,180,2,3,4,2,2,1,1,73,146,255,100,86,36,30,BlankBigCliffsCMix_01
33S120W,33.0,-120.0,5746675954417961580,6888261214711698997,,0,151,Very Flat,40,3572,-13,190,2,3,4,2,2,1,1,79,146,255,102,121,36,31,BlankBigCanyonCMix_09
33S119W,33.0,-119.0,3534853223068513122,8637406809674356695,,0,153,Steep,120,3687,-12,190,2,3,4,2,3,1,1,79,146,254,103,133,36,29,BlankBigTerraceCMix_19
33S118W,33.0,-118.0,-3899268032991495904,1478267278261647771,,0,170,Very Flat,40,3918,-6,200,2,3,4,2,3,1,1,79,146,255,105,146,36,12,BlankBigTerraceCMix_06
33S117W,33.0,-117.0,668461866922232946,4149300594206680581,,0,176,Very Flat,40,5072,-4,205,2,3,4,2,3,1,1,79,139,255,115,146,36,7,BlankBigTerraceCMix_04
33S116W,33.0,-116.0,-6844264101339672957,1431364331377910308,,0,183,Very Flat,40,5418,-3,205,2,2,4,2,3,1,1,79,103,255,118,145,36,5,BlankBigCliffsCMix_02
33S115W,33.0,-115.0,-297170471239692553,-4394366052736248406,,0,182,Very Flat,40,3918,-3,200,2,2,4,2,2,1,1,79,74,255,105,119,36,5,BlankBigTerraceCMix_11
33S114W,33.0,-114.0,-9017940319476941943,3724774971267912251,,0,183,Very Flat,40,4149,-1,200,2,2,4,2,2,1,1,79,72,255,107,98,36,1,BlankBigCanyonCMix_09
33S113W,33.0,-113.0,-6021679663528863929,3351579827589099623,,0,182,Very Flat,40,3918,-1,190,2,2,4,2,2,1,1,79,73,255,105,73,36,0,BlankBigCanyonCMix_09
33S112W,33.0,-112.0,-2343435728620500430,6194558849408466624,,0,182,Very Flat,40,4149,-1,190,2,2,4,2,2,1,1,79,73,255,107,73,36,0,BlankBigTerraceCMix_16
33S111W,33.0,-111.0,-4066235994702283860,3363242933117788657,,0,176,Very Flat,40,4264,-1,190,2,2,4,2,2,1,1,79,73,255,108,72,36,0,BlankBigCliffsCMix_02
33S110W,33.0,-110.0,2790395763056567031,-5299840061411260243,,0,176,Very Flat,0,5187,-1,190,2,2,4,2,2,1,1,79,73,255,116,73,36,0,BlankBigCanyonCMix_07
33S109W,33.0,-109.0,2752686553146682667,500089218653569912,,0,176,Very Flat,40,4495,-1,195,2,1,4,2,2,1,1,79,60,255,110,73,36,0,BlankBigTerraceCMix_04
33S108W,33.0,-108.0,-509796848688977144,-2790476819102484220,,0,176,Steep,120,4726,-5,195,2,1,4,2,2,1,1,79,36,255,112,72,36,11,BlankBigTerraceCMix_20
33S107W,33.0,-107.0,-8178457742714949643,5110495266217041474,,0,176,Very Flat,0,5072,-13,195,2,1,4,2,2,1,1,79,36,255,115,73,36,30,BlankBigTerraceCMix_15
33S106W,33.0,-106.0,7880160916114932610,55901362868406388,,0,170,Very Flat,40,5534,-15,195,2,1,4,2,2,1,1,78,36,255,119,65,36,35,BlankBigTerraceCMix_14
33S105W,33.0,-105.0,-7949034215407337424,-5334027906530628714,,0,158,Steep,120,5534,-15,195,2,1,4,2,2,1,1,73,36,255,119,71,36,36,BlankBigTerraceCMix_20
33S104W,33.0,-104.0,4509137784583843232,1817166833374321480,,0,152,Very Flat,40,5418,-15,195,2,1,4,2,2,1,1,73,36,255,118,87,36,36,BlankBigCliffsCMix_02
33S103W,33.0,-103.0,-7652548727977862884,7412874333223132005,,0,153,Steep,120,6341,-15,205,2,1,4,2,2,1,1,73,36,244,126,96,36,36,BlankBigTerraceCMix_01
33S102W,33.0,-102.0,4207644278632470020,-118225124965950843,,0,139,Rough,80,6457,-15,205,2,1,4,2,2,1,1,73,36,230,127,97,36,36,BlankBigTerraceCMix_09
33S101W,33.0,-101.0,-7478030216206155816,-1647965508777447364,,0,120,Rough,80,6688,-15,205,2,1,4,3,2,1,1,73,36,219,129,97,36,36,BlankBigCanyonCMix_06
33S100W,33.0,-100.0,-7458142358534467910,-5262282661876391461,,0,116,Rough,80,6803,-15,205,2,1,4,3,2,1,1,73,36,219,130,98,36,36,BlankBigTerraceCMix_02
33S99W,33.0,-99.0,2619559509182546190,-8759588724443544705,,0,114,Steep,120,6572,-15,205,2,1,4,3,2,1,1,73,36,219,128,97,36,36,BlankBigTerraceCMix_19
33S98W,33.0,-98.0,3777518886181009086,6782063321024744859,,0,114,Steep,120,5995,-15,195,2,1,4,2,2,1,1,73,36,219,123,87,36,36,BlankBigTerraceCMix_01
33S97W,33.0,-97.0,2976447367018400653,-3217875186177219924,,0,110,Very Flat,0,4841,-15,195,2,1,4,2,2,1,1,73,36,219,113,71,36,36,BlankBigCanyonCMix_07
33S96W,33.0,-96.0,-8359012897527701622,4674258127524258276,,0,109,Very Flat,40,4033,-15,195,2,1,4,2,2,1,1,73,36,219,106,73,36,36,BlankBigTerraceCMix_04
33S95W,33.0,-95.0,-8076423736062720226,6154291975905558487,,0,109,Steep,120,4033,-15,195,2,1,4,2,2,1,1,73,36,219,106,73,36,37,BlankBigTerraceCMix_20
33S94W,33.0,-94.0,-8669819717296036262,-7907951552431976878,,0,108,Very Flat,0,4033,-13,195,2,1,4,2,2,1,1,73,36,219,106,73,36,30,BlankBigCanyonCMix_07
33S93W,33.0,-93.0,-1490531396402030690,1543582134192784484,,0,109,Very Flat,40,4956,-6,195,2,1,4,2,2,1,1,73,36,219,114,73,36,12,BlankBigTerraceCMix_03
33S92W,33.0,-92.0,1382251568692272826,1076630523320237971,,0,109,Very Flat,40,4610,-3,195,2,1,4,2,2,1,1,73,36,219,111,73,36,6,BlankBigTerraceCMix_08
33S91W,33.0,-91.0,7277172632297296825,-817903365819718444,,0,109,Steep,120,3802,-10,195,2,1,4,2,2,1,1,73,36,219,104,73,36,23,BlankBigTerraceCMix_10
33S90W,33.0,-90.0,-2764255592650301541,7391129725067183007,,0,109,Very Flat,0,3687,-13,195,2,1,4,2,2,1,1,73,36,219,103,66,36,30,BlankBigCanyonCMix_07
33S89W,33.0,-89.0,-1329341941489961610,745620387154654843,,0,109,Steep,120,4610,-13,185,2,1,4,2,1,1,1,73,36,219,111,36,36,30,BlankBigTerraceCMix_10
33S88W,33.0,-88.0,6559030523589278609,855796888558374887,,0,109,Very Flat,40,4149,-15,185,2,1,4,2,1,1,1,73,36,219,107,36,36,36,BlankBigTerraceCMix_04
33S87W,33.0,-87.0,6990537707283809720,8756185323636487003,,0,109,Very Flat,40,3341,-15,185,2,1,4,2,1,1,1,73,36,220,100,37,36,36,BlankBigTerraceCMix_16
33S86W,33.0,-86.0,5020209161315265051,3834083976984350528,,0,109,Very Flat,0,3456,-15,185,2,1,4,2,1,1,1,73,36,219,101,36,35,36,BlankBigCanyonCMix_07
33S85W,33.0,-85.0,-7455216319860457399,-865231424886815843,,0,109,Very Flat,0,3225,-15,185,2,1,4,2,1,1,1,73,36,218,99,37,36,36,BlankBig_02
33S84W,33.0,-84.0,6398714242805636563,-6079981599954267563,,0,109,Very Flat,40,3687,-15,195,2,1,4,2,1,2,1,74,36,219,103,43,66,36,BlankBigTerraceCMix_14
33S83W,33.0,-83.0,6302309084371349940,-4194953947221164582,,0,109,Steep,120,3687,-15,195,2,1,4,2,1,2,1,73,36,219,103,48,73,36,BlankBigTerraceCMix_05
33S82W,33.0,-82.0,-2502680734399400627,4526644019620118405,,0,109,Very Flat,0,3341,-15,205,2,1,4,2,2,2,1,73,36,231,100,67,73,36,BlankBig_01
